Sep=,
DAQ,Date,Time,A0,A3,B5,Humidity (SCD30),CO2 (SCD30),VOC(SGP40)
1,0-1-1,1:2:17,0.22,0.24,38,29.2,448.0,34190
1,0-1-1,1:2:20,0.22,0.24,94,29.17,448.0,34179
1,0-1-1,1:2:23,0.22,0.24,6,29.11,447.0,34178
1,0-1-1,1:2:26,0.22,0.24,96,29.11,446.0,34175
1,0-1-1,1:2:30,0.22,0.24,40,29.12,447.0,34187
1,0-1-1,1:2:33,0.22,0.24,94,29.07,448.0,34174
1,0-1-1,1:2:36,0.22,0.24,78,29.08,449.0,34167
1,0-1-1,1:2:39,0.22,0.24,95,29.11,451.0,34170
1,0-1-1,1:2:42,0.22,0.24,94,29.13,452.0,34191
1,0-1-1,1:2:45,0.22,0.24,90,29.14,452.0,34179
1,0-1-1,1:2:49,0.22,0.24,87,29.14,452.0,34190
1,0-1-1,1:2:52,0.22,0.24,86,29.13,451.0,34187
1,0-1-1,1:2:55,0.22,0.24,95,29.12,451.0,34186
1,0-1-1,1:2:58,0.22,0.24,31,29.14,452.0,34183
1,0-1-1,1:3:1,0.22,0.24,96,29.07,452.0,34183
1,0-1-1,1:3:4,0.22,0.24,8,29.06,452.0,34174
1,0-1-1,1:3:8,0.22,0.24,95,29.07,452.0,34179
1,0-1-1,1:3:11,0.22,0.24,50,29.07,452.0,34182
1,0-1-1,1:3:14,0.22,0.24,95,29.09,452.0,34179
1,0-1-1,1:3:17,0.22,0.24,89,29.1,453.0,34171
1,0-1-1,1:3:20,0.22,0.24,99,29.07,452.0,34150
1,0-1-1,1:3:23,0.22,0.24,90,29.06,452.0,34147
1,0-1-1,1:3:27,0.22,0.24,92,29.1,453.0,34142
1,0-1-1,1:3:30,0.22,0.24,92,29.1,453.0,34139
1,0-1-1,1:3:33,0.22,0.24,88,29.15,454.0,34135
1,0-1-1,1:3:36,0.22,0.24,88,29.14,454.0,34130
1,0-1-1,1:3:39,0.22,0.24,7,29.18,454.0,34151
1,0-1-1,1:3:42,0.22,0.24,95,29.15,453.0,34150
1,0-1-1,1:3:46,0.22,0.24,8,29.12,453.0,34139
1,0-1-1,1:3:49,0.22,0.24,97,29.03,453.0,34139
1,0-1-1,1:3:52,0.22,0.24,78,29.08,453.0,34150
1,0-1-1,1:3:55,0.22,0.24,96,29.0,453.0,34139
1,0-1-1,1:3:58,0.22,0.24,86,29.05,453.0,34122
1,0-1-1,1:4:1,0.22,0.24,97,29.14,453.0,34127
1,0-1-1,1:4:5,0.22,0.24,97,29.09,453.0,34115
1,0-1-1,1:4:8,0.22,0.24,103,29.03,454.0,34122
1,0-1-1,1:4:11,0.22,0.24,103,29.05,454.0,34127
1,0-1-1,1:4:14,0.22,0.24,53,28.96,454.0,34138
1,0-1-1,1:4:17,0.22,0.24,87,28.93,454.0,34139
1,0-1-1,1:4:21,0.22,0.24,10,28.99,454.0,34131
1,0-1-1,1:4:24,0.22,0.24,100,28.97,454.0,34142
1,0-1-1,1:4:27,0.22,0.24,13,29.0,454.0,34127
1,0-1-1,1:4:30,0.22,0.24,103,29.06,453.0,34126
1,0-1-1,1:4:33,0.22,0.24,85,29.06,453.0,34107
1,0-1-1,1:4:36,0.22,0.24,92,29.0,453.0,34103
1,0-1-1,1:4:40,0.22,0.24,92,29.02,453.0,34110
1,0-1-1,1:4:43,0.22,0.24,97,29.02,453.0,34095
1,0-1-1,1:4:46,0.22,0.24,92,28.92,453.0,34058
1,0-1-1,1:4:49,0.22,0.24,86,28.97,452.0,34063
1,0-1-1,1:4:52,0.22,0.24,95,29.05,452.0,34055
1,0-1-1,1:4:55,0.22,0.24,34,28.99,453.0,34038
1,0-1-1,1:4:59,0.22,0.24,98,29.01,453.0,34039
1,0-1-1,1:5:2,0.22,0.24,7,29.02,453.0,34030
1,0-1-1,1:5:5,0.22,0.24,92,29.0,453.0,34031
1,0-1-1,1:5:8,0.22,0.24,36,29.04,453.0,34015
1,0-1-1,1:5:11,0.22,0.24,82,29.08,453.0,34006
1,0-1-1,1:5:14,0.22,0.24,89,29.04,453.0,34015
1,0-1-1,1:5:18,0.22,0.24,95,29.06,453.0,34002
1,0-1-1,1:5:21,0.22,0.24,91,29.1,453.0,33995
1,0-1-1,1:5:24,0.22,0.24,92,29.04,452.0,33995
1,0-1-1,1:5:27,0.22,0.24,90,29.06,452.0,34014
1,0-1-1,1:5:30,0.22,0.24,88,29.02,452.0,34007
1,0-1-1,1:5:33,0.22,0.24,95,29.01,452.0,33998
1,0-1-1,1:5:37,0.22,0.24,23,29.1,453.0,34023
1,0-1-1,1:5:40,0.22,0.24,102,29.06,452.0,34023
1,0-1-1,1:5:43,0.22,0.24,8,29.05,452.0,34022
1,0-1-1,1:5:46,0.22,0.24,106,29.02,452.0,34023
1,0-1-1,1:5:49,0.22,0.24,59,29.05,452.0,34022
1,0-1-1,1:5:52,0.22,0.24,100,29.02,453.0,34027
1,0-1-1,1:5:56,0.22,0.24,91,29.04,454.0,34023
1,0-1-1,1:5:59,0.22,0.24,104,29.02,454.0,34014
1,0-1-1,1:6:2,0.22,0.24,100,29.02,453.0,34003
1,0-1-1,1:6:5,0.22,0.24,104,29.01,453.0,33986
1,0-1-1,1:6:8,0.22,0.24,100,29.01,454.0,33987
1,0-1-1,1:6:11,0.22,0.24,82,29.01,454.0,33967
1,0-1-1,1:6:15,0.22,0.24,84,29.08,453.0,33962
1,0-1-1,1:6:18,0.22,0.24,18,29.04,454.0,33923
1,0-1-1,1:6:21,0.22,0.24,102,29.02,453.0,33898
1,0-1-1,1:6:24,0.22,0.24,12,28.94,453.0,33871
1,0-1-1,1:6:27,0.22,0.24,98,28.95,454.0,33855
1,0-1-1,1:6:30,0.22,0.24,99,28.98,454.0,33830
1,0-1-1,1:6:34,0.22,0.24,95,29.01,453.0,33811
1,0-1-1,1:6:37,0.22,0.24,95,29.04,452.0,33794
1,0-1-1,1:6:40,0.22,0.24,102,29.04,452.0,33771
1,0-1-1,1:6:43,0.22,0.24,103,29.07,452.0,33731
1,0-1-1,1:6:46,0.22,0.24,101,29.03,453.0,33682
1,0-1-1,1:6:49,0.22,0.24,113,29.03,452.0,33607
1,0-1-1,1:6:53,0.22,0.24,66,29.1,453.0,33570
1,0-1-1,1:6:56,0.22,0.24,97,29.1,453.0,33531
1,0-1-1,1:6:59,0.22,0.24,25,29.04,454.0,33483
1,0-1-1,1:7:2,0.22,0.24,111,29.0,454.0,33426
1,0-1-1,1:7:5,0.22,0.24,50,29.01,454.0,33363
1,0-1-1,1:7:8,0.22,0.24,108,28.94,454.0,33310
1,0-1-1,1:7:12,0.22,0.24,117,29.0,453.0,33267
1,0-1-1,1:7:15,0.22,0.24,110,28.93,455.0,33215
1,0-1-1,1:7:18,0.22,0.24,104,28.96,455.0,33210
1,0-1-1,1:7:21,0.22,0.24,98,28.9,455.0,33195
1,0-1-1,1:7:24,0.22,0.24,102,28.88,454.0,33166
1,0-1-1,1:7:27,0.22,0.24,108,28.91,455.0,33139
1,0-1-1,1:7:31,0.22,0.24,109,28.93,455.0,33123
1,0-1-1,1:7:34,0.22,0.24,72,28.93,456.0,33098
1,0-1-1,1:7:37,0.22,0.24,119,28.88,456.0,33079
1,0-1-1,1:7:40,0.22,0.24,57,28.93,456.0,33070
1,0-1-1,1:7:43,0.22,0.24,91,28.96,456.0,33075
1,0-1-1,1:7:46,0.22,0.24,82,28.91,455.0,33063
1,0-1-1,1:7:50,0.22,0.24,111,28.94,455.0,33050
1,0-1-1,1:7:53,0.22,0.24,103,28.99,455.0,33043
1,0-1-1,1:7:56,0.22,0.24,108,28.97,455.0,33030
1,0-1-1,1:7:59,0.22,0.24,103,28.97,455.0,33007
1,0-1-1,1:8:2,0.22,0.24,114,28.99,456.0,32979
1,0-1-1,1:8:5,0.22,0.24,105,28.94,456.0,32950
1,0-1-1,1:8:9,0.22,0.24,113,28.9,456.0,32927
1,0-1-1,1:8:12,0.22,0.24,122,28.88,456.0,32918
1,0-1-1,1:8:15,0.22,0.24,75,28.88,456.0,32899
1,0-1-1,1:8:18,0.22,0.24,111,28.84,456.0,32883
1,0-1-1,1:8:21,0.22,0.24,82,28.87,456.0,32882
1,0-1-1,1:8:24,0.22,0.24,104,28.85,457.0,32879
1,0-1-1,1:8:28,0.22,0.24,117,28.88,457.0,32866
1,0-1-1,1:8:31,0.22,0.24,112,28.91,456.0,32867
1,0-1-1,1:8:34,0.22,0.24,137,28.83,456.0,32843
1,0-1-1,1:8:37,0.22,0.24,114,28.9,456.0,32826
1,0-1-1,1:8:40,0.22,0.24,123,28.93,456.0,32811
1,0-1-1,1:8:43,0.22,0.24,115,28.85,455.0,32794
1,0-1-1,1:8:47,0.22,0.24,118,28.9,455.0,32787
1,0-1-1,1:8:50,0.22,0.24,126,28.88,455.0,32775
1,0-1-1,1:8:53,0.22,0.24,129,28.86,455.0,32766
1,0-1-1,1:8:56,0.22,0.24,198,28.84,455.0,32747
1,0-1-1,1:8:59,0.22,0.24,113,28.8,455.0,32702
1,0-1-1,1:9:3,0.21,0.24,71,28.84,455.0,32651
1,0-1-1,1:9:6,0.21,0.24,123,28.83,456.0,32595
1,0-1-1,1:9:9,0.22,0.24,131,28.8,456.0,32538
1,0-1-1,1:9:12,0.21,0.24,120,28.89,456.0,32519
1,0-1-1,1:9:15,0.22,0.24,115,28.92,456.0,32526
1,0-1-1,1:9:18,0.22,0.24,117,28.94,456.0,32559
1,0-1-1,1:9:22,0.22,0.24,112,29.01,456.0,32575
1,0-1-1,1:9:25,0.22,0.24,101,29.21,456.0,32590
1,0-1-1,1:9:28,0.22,0.24,116,29.24,455.0,32615
1,0-1-1,1:9:31,0.22,0.24,104,29.33,455.0,32626
1,0-1-1,1:9:34,0.22,0.24,106,29.33,455.0,32627
1,0-1-1,1:9:37,0.22,0.24,169,29.28,455.0,32627
1,0-1-1,1:9:41,0.22,0.24,114,29.37,456.0,32622
1,0-1-1,1:9:44,0.22,0.24,158,29.43,456.0,32615
1,0-1-1,1:9:47,0.22,0.24,114,29.61,456.0,32614
1,0-1-1,1:9:50,0.22,0.24,120,29.65,455.0,32611
1,0-1-1,1:9:53,0.22,0.24,102,29.67,455.0,32611
1,0-1-1,1:9:56,0.22,0.24,128,29.71,454.0,32594
1,0-1-1,1:10:0,0.22,0.24,145,29.75,455.0,32579
1,0-1-1,1:10:3,0.22,0.24,138,29.75,454.0,32586
1,0-1-1,1:10:6,0.22,0.24,146,29.87,454.0,32603
1,0-1-1,1:10:9,0.22,0.24,117,29.9,455.0,32587
1,0-1-1,1:10:12,0.22,0.24,173,29.97,456.0,32578
1,0-1-1,1:10:15,0.22,0.24,134,29.91,457.0,32583
1,0-1-1,1:10:19,0.22,0.24,176,30.0,457.0,32590
1,0-1-1,1:10:22,0.22,0.24,118,30.04,456.0,32595
1,0-1-1,1:10:25,0.22,0.24,108,30.09,456.0,32587
1,0-1-1,1:10:28,0.22,0.24,104,30.16,458.0,32574
1,0-1-1,1:10:31,0.22,0.24,118,30.21,459.0,32575
1,0-1-1,1:10:34,0.22,0.24,112,30.32,456.0,32574
1,0-1-1,1:10:38,0.22,0.24,122,30.26,455.0,32595
1,0-1-1,1:10:41,0.22,0.24,117,30.38,448.0,32583
1,0-1-1,1:10:44,0.22,0.24,182,30.36,447.0,32578
1,0-1-1,1:10:47,0.22,0.24,124,30.33,448.0,32571
1,0-1-1,1:10:51,0.22,0.24,99,30.35,454.0,32574
1,0-1-1,1:10:54,0.22,0.24,123,30.43,454.0,32563
1,0-1-1,1:10:57,0.22,0.24,118,30.5,452.0,32571
1,0-1-1,1:11:0,0.22,0.24,152,30.55,455.0,32578
1,0-1-1,1:11:3,0.22,0.24,129,30.49,456.0,32583
1,0-1-1,1:11:6,0.22,0.24,155,30.54,456.0,32570
1,0-1-1,1:11:10,0.22,0.24,110,30.59,455.0,32567
1,0-1-1,1:11:13,0.22,0.24,129,30.64,458.0,32563
1,0-1-1,1:11:16,0.22,0.24,127,30.64,456.0,32558
1,0-1-1,1:11:19,0.22,0.24,107,30.64,455.0,32551
1,0-1-1,1:11:22,0.22,0.24,110,30.6,456.0,32566
1,0-1-1,1:11:25,0.22,0.24,119,30.65,456.0,32579
1,0-1-1,1:11:29,0.22,0.24,122,30.76,455.0,32575
1,0-1-1,1:11:32,0.22,0.24,106,30.79,456.0,32582
1,0-1-1,1:11:35,0.22,0.24,127,30.79,455.0,32583
1,0-1-1,1:11:38,0.22,0.24,116,30.76,456.0,32590
1,0-1-1,1:11:41,0.22,0.24,103,30.83,454.0,32591
1,0-1-1,1:11:44,0.22,0.24,103,30.83,454.0,32591
1,0-1-1,1:11:48,0.22,0.24,119,30.88,453.0,32602
1,0-1-1,1:11:51,0.22,0.24,116,30.79,450.0,32595
1,0-1-1,1:11:54,0.22,0.24,126,30.82,450.0,32598
1,0-1-1,1:11:57,0.22,0.24,116,30.85,452.0,32603
1,0-1-1,1:12:0,0.22,0.24,113,30.95,451.0,32607
1,0-1-1,1:12:3,0.22,0.24,107,31.03,450.0,32614
1,0-1-1,1:12:7,0.22,0.24,107,31.05,452.0,32615
1,0-1-1,1:12:10,0.22,0.24,113,31.1,450.0,32618
1,0-1-1,1:12:13,0.22,0.24,121,31.08,448.0,32611
1,0-1-1,1:12:16,0.22,0.24,102,31.05,446.0,32615
1,0-1-1,1:12:19,0.22,0.24,106,31.05,447.0,32622
1,0-1-1,1:12:22,0.22,0.24,98,31.11,446.0,32639
1,0-1-1,1:12:26,0.22,0.24,108,31.24,450.0,32626
1,0-1-1,1:12:29,0.22,0.24,111,31.17,449.0,32623
1,0-1-1,1:12:32,0.22,0.24,106,31.16,447.0,32631
1,0-1-1,1:12:35,0.22,0.24,118,31.16,446.0,32630
1,0-1-1,1:12:38,0.22,0.24,124,31.17,446.0,32639
1,0-1-1,1:12:42,0.22,0.24,119,31.21,447.0,32630
1,0-1-1,1:12:45,0.22,0.24,107,31.2,448.0,32643
1,0-1-1,1:12:48,0.22,0.24,116,31.22,448.0,32647
1,0-1-1,1:12:51,0.22,0.24,121,31.29,450.0,32654
1,0-1-1,1:12:54,0.22,0.24,114,31.27,448.0,32667
1,0-1-1,1:12:57,0.22,0.24,79,31.34,449.0,32674
1,0-1-1,1:13:1,0.22,0.24,96,31.38,450.0,32691
1,0-1-1,1:13:4,0.22,0.24,85,31.36,450.0,32703
1,0-1-1,1:13:7,0.22,0.24,85,31.44,450.0,32718
1,0-1-1,1:13:10,0.22,0.24,28,31.45,452.0,32723
1,0-1-1,1:13:13,0.22,0.24,20,31.48,450.0,32726
1,0-1-1,1:13:16,0.22,0.24,26,31.46,450.0,32755
1,0-1-1,1:13:20,0.22,0.24,16,31.56,451.0,32743
1,0-1-1,1:13:23,0.22,0.24,17,31.51,452.0,32734
1,0-1-1,1:13:26,0.22,0.24,13,31.55,452.0,32735
1,0-1-1,1:13:29,0.22,0.24,24,31.61,449.0,32742
1,0-1-1,1:13:32,0.22,0.24,99,31.67,450.0,32767
1,0-1-1,1:13:35,0.22,0.24,60,31.67,449.0,32779
1,0-1-1,1:13:39,0.22,0.24,165,31.7,448.0,32786
1,0-1-1,1:13:42,0.22,0.24,64,31.75,447.0,32787
1,0-1-1,1:13:45,0.22,0.24,129,31.74,449.0,32794
1,0-1-1,1:13:48,0.22,0.24,61,31.78,444.0,32791
1,0-1-1,1:13:52,0.22,0.24,72,31.79,438.0,32799
1,0-1-1,1:13:55,0.22,0.24,94,31.83,435.0,32806
1,0-1-1,1:13:58,0.22,0.24,101,31.83,431.0,32815
1,0-1-1,1:14:1,0.22,0.24,62,31.86,430.0,32826
1,0-1-1,1:14:4,0.22,0.24,87,31.83,427.0,32831
1,0-1-1,1:14:7,0.22,0.24,117,31.76,421.0,32843
1,0-1-1,1:14:11,0.22,0.24,114,31.73,426.0,32838
1,0-1-1,1:14:14,0.22,0.24,122,31.67,435.0,32835
1,0-1-1,1:14:17,0.22,0.24,113,31.69,439.0,32826
1,0-1-1,1:14:20,0.22,0.24,110,31.74,445.0,32831
1,0-1-1,1:14:23,0.22,0.24,110,31.79,448.0,32839
1,0-1-1,1:14:26,0.22,0.24,45,31.91,449.0,32854
1,0-1-1,1:14:30,0.22,0.24,101,31.92,448.0,32871
1,0-1-1,1:14:33,0.22,0.24,56,31.94,447.0,32882
1,0-1-1,1:14:36,0.22,0.24,111,31.91,444.0,32887
1,0-1-1,1:14:39,0.22,0.24,96,31.85,441.0,32887
1,0-1-1,1:14:42,0.22,0.24,117,31.84,443.0,32906
1,0-1-1,1:14:46,0.22,0.24,114,31.85,442.0,32911
1,0-1-1,1:14:49,0.22,0.24,116,31.88,443.0,32914
1,0-1-1,1:14:52,0.22,0.24,124,31.91,439.0,32927
1,0-1-1,1:14:55,0.22,0.24,107,31.9,443.0,32951
1,0-1-1,1:14:58,0.22,0.24,120,31.91,445.0,32942
1,0-1-1,1:15:1,0.22,0.24,115,31.94,440.0,32935
1,0-1-1,1:15:5,0.22,0.24,114,31.93,439.0,32938
1,0-1-1,1:15:8,0.22,0.24,40,31.9,438.0,32943
1,0-1-1,1:15:11,0.22,0.24,91,31.86,438.0,32947
1,0-1-1,1:15:14,0.22,0.24,54,31.83,438.0,32938
1,0-1-1,1:15:17,0.22,0.24,117,31.84,442.0,32943
1,0-1-1,1:15:21,0.22,0.24,79,31.84,441.0,32954
1,0-1-1,1:15:24,0.22,0.24,112,31.9,442.0,32963
1,0-1-1,1:15:27,0.22,0.24,104,31.92,441.0,32959
1,0-1-1,1:15:30,0.22,0.24,119,31.98,441.0,32962
1,0-1-1,1:15:33,0.22,0.24,125,32.01,443.0,32963
1,0-1-1,1:15:36,0.22,0.24,95,32.04,443.0,32978
1,0-1-1,1:15:40,0.22,0.24,114,31.98,442.0,32979
1,0-1-1,1:15:43,0.22,0.24,113,31.98,443.0,32999
1,0-1-1,1:15:46,0.22,0.24,94,32.05,442.0,32998
1,0-1-1,1:15:49,0.22,0.24,39,32.11,440.0,33019
1,0-1-1,1:15:52,0.22,0.24,102,32.1,439.0,33026
1,0-1-1,1:15:55,0.22,0.24,52,32.12,436.0,33031
1,0-1-1,1:15:59,0.22,0.24,102,32.22,438.0,33039
1,0-1-1,1:16:2,0.22,0.24,74,32.22,438.0,33042
1,0-1-1,1:16:5,0.22,0.24,103,32.17,440.0,33055
1,0-1-1,1:16:8,0.22,0.24,103,32.21,441.0,33054
1,0-1-1,1:16:11,0.22,0.24,99,32.26,437.0,33063
1,0-1-1,1:16:15,0.22,0.24,98,32.26,438.0,33075
1,0-1-1,1:16:18,0.22,0.24,110,32.2,440.0,33090
1,0-1-1,1:16:21,0.22,0.24,103,32.21,441.0,33115
1,0-1-1,1:16:24,0.22,0.24,105,32.17,441.0,33122
1,0-1-1,1:16:27,0.22,0.24,100,32.18,441.0,33123
1,0-1-1,1:16:30,0.22,0.24,40,32.24,436.0,33127
1,0-1-1,1:16:34,0.22,0.24,108,32.24,437.0,33134
1,0-1-1,1:16:37,0.22,0.24,27,32.31,438.0,33159
1,0-1-1,1:16:40,0.22,0.24,119,32.36,440.0,33162
1,0-1-1,1:16:43,0.22,0.24,71,32.32,440.0,33171
1,0-1-1,1:16:46,0.22,0.24,104,32.34,439.0,33179
1,0-1-1,1:16:49,0.22,0.24,103,32.38,439.0,33194
1,0-1-1,1:16:53,0.22,0.24,117,32.4,439.0,33195
1,0-1-1,1:16:56,0.22,0.24,99,32.37,438.0,33222
1,0-1-1,1:16:59,0.22,0.24,92,32.41,437.0,33231
1,0-1-1,1:17:2,0.22,0.24,105,32.43,438.0,33223
1,0-1-1,1:17:6,0.22,0.24,104,32.51,436.0,33230
1,0-1-1,1:17:9,0.22,0.24,124,32.49,438.0,33247
1,0-1-1,1:17:12,0.22,0.24,92,32.6,438.0,33258
1,0-1-1,1:17:15,0.22,0.24,96,32.65,440.0,33275
1,0-1-1,1:17:18,0.22,0.24,86,32.63,445.0,33279
1,0-1-1,1:17:22,0.22,0.24,105,32.65,451.0,33294
1,0-1-1,1:17:25,0.22,0.24,24,32.62,450.0,33291
1,0-1-1,1:17:28,0.22,0.24,99,32.6,451.0,33298
1,0-1-1,1:17:31,0.22,0.24,18,32.59,454.0,33295
1,0-1-1,1:17:34,0.22,0.24,96,32.54,454.0,33295
1,0-1-1,1:17:37,0.22,0.24,85,32.66,455.0,33322
1,0-1-1,1:17:41,0.22,0.24,96,32.64,453.0,33323
1,0-1-1,1:17:44,0.22,0.24,87,32.72,455.0,33350
1,0-1-1,1:17:47,0.22,0.24,97,32.72,453.0,33367
1,0-1-1,1:17:50,0.22,0.24,96,32.76,455.0,33379
1,0-1-1,1:17:53,0.22,0.24,97,32.79,451.0,33394
1,0-1-1,1:17:57,0.22,0.24,89,32.79,451.0,33403
1,0-1-1,1:18:0,0.22,0.24,89,32.85,449.0,33406
1,0-1-1,1:18:3,0.22,0.24,87,32.88,447.0,33411
1,0-1-1,1:18:6,0.22,0.24,24,32.92,450.0,33415
1,0-1-1,1:18:9,0.22,0.24,96,32.92,451.0,33430
1,0-1-1,1:18:12,0.22,0.24,17,32.92,450.0,33423
1,0-1-1,1:18:16,0.22,0.24,89,32.89,450.0,33434
1,0-1-1,1:18:19,0.22,0.24,65,33.02,451.0,33431
1,0-1-1,1:18:22,0.22,0.24,95,32.94,452.0,33439
1,0-1-1,1:18:25,0.22,0.24,89,32.94,449.0,33458
1,0-1-1,1:18:28,0.22,0.24,100,32.88,449.0,33467
1,0-1-1,1:18:32,0.22,0.24,83,32.85,448.0,33482
1,0-1-1,1:18:35,0.22,0.24,89,32.94,447.0,33491
1,0-1-1,1:18:38,0.22,0.24,101,32.93,445.0,33503
1,0-1-1,1:18:41,0.22,0.24,81,32.98,447.0,33498
1,0-1-1,1:18:44,0.22,0.24,90,33.0,447.0,33507
1,0-1-1,1:18:47,0.22,0.24,31,33.09,442.0,33510
1,0-1-1,1:18:51,0.22,0.24,101,33.07,443.0,33519
1,0-1-1,1:18:54,0.22,0.24,24,33.09,441.0,33515
1,0-1-1,1:18:57,0.22,0.24,96,32.99,440.0,33526
1,0-1-1,1:19:0,0.22,0.24,57,32.96,439.0,33535
1,0-1-1,1:19:3,0.22,0.24,90,33.05,438.0,33546
1,0-1-1,1:19:6,0.22,0.24,93,33.04,439.0,33559
1,0-1-1,1:19:10,0.22,0.24,92,33.16,438.0,33583
1,0-1-1,1:19:13,0.22,0.24,94,33.19,437.0,33582
1,0-1-1,1:19:16,0.22,0.24,89,33.21,434.0,33591
1,0-1-1,1:19:19,0.22,0.24,95,33.16,434.0,33598
1,0-1-1,1:19:22,0.22,0.24,91,33.15,434.0,33615
1,0-1-1,1:19:26,0.22,0.24,91,33.12,434.0,33619
1,0-1-1,1:19:29,0.22,0.24,28,33.13,434.0,33642
1,0-1-1,1:19:32,0.22,0.24,94,33.15,432.0,33647
1,0-1-1,1:19:35,0.22,0.24,18,33.18,434.0,33654
1,0-1-1,1:19:38,0.22,0.24,97,33.19,434.0,33647
1,0-1-1,1:19:41,0.22,0.24,45,33.14,433.0,33667
1,0-1-1,1:19:45,0.22,0.24,89,33.22,435.0,33662
1,0-1-1,1:19:48,0.22,0.24,85,33.24,434.0,33667
1,0-1-1,1:19:51,0.22,0.24,92,33.29,435.0,33686
1,0-1-1,1:19:54,0.22,0.24,90,33.31,435.0,33703
1,0-1-1,1:19:57,0.22,0.24,83,33.3,432.0,33707
1,0-1-1,1:20:1,0.22,0.24,83,33.31,430.0,33710
1,0-1-1,1:20:4,0.22,0.24,82,33.35,437.0,33719
1,0-1-1,1:20:7,0.22,0.24,92,33.34,480.0,33742
1,0-1-1,1:20:10,0.22,0.24,34,33.44,475.0,33751
1,0-1-1,1:20:13,0.22,0.24,87,33.5,483.0,33763
1,0-1-1,1:20:17,0.22,0.24,6,33.56,449.0,33766
1,0-1-1,1:20:20,0.22,0.24,120,33.49,441.0,33767
1,0-1-1,1:20:23,0.22,0.24,12,33.5,426.0,33786
1,0-1-1,1:20:26,0.22,0.24,97,33.5,434.0,33771
1,0-1-1,1:20:29,0.22,0.24,41,33.54,442.0,33783
1,0-1-1,1:20:33,0.22,0.24,109,33.61,450.0,33794
1,0-1-1,1:20:36,0.22,0.24,100,33.57,451.0,33807
1,0-1-1,1:20:39,0.22,0.24,104,33.66,453.0,33826
1,0-1-1,1:20:42,0.22,0.24,99,33.6,449.0,33831
1,0-1-1,1:20:45,0.22,0.24,89,33.63,444.0,33839
1,0-1-1,1:20:49,0.22,0.24,23,33.66,447.0,33838
1,0-1-1,1:20:52,0.22,0.24,25,33.71,445.0,33847
1,0-1-1,1:20:55,0.22,0.24,87,33.82,445.0,33846
1,0-1-1,1:20:58,0.22,0.24,89,33.85,448.0,33851
1,0-1-1,1:21:1,0.22,0.24,36,33.92,449.0,33879
1,0-1-1,1:21:4,0.22,0.24,43,33.88,446.0,33878
1,0-1-1,1:21:8,0.22,0.24,106,33.87,446.0,33891
1,0-1-1,1:21:11,0.22,0.24,13,33.86,449.0,33886
1,0-1-1,1:21:14,0.22,0.24,115,33.94,444.0,33903
1,0-1-1,1:21:17,0.22,0.24,89,33.99,443.0,33907
1,0-1-1,1:21:20,0.22,0.24,96,33.96,438.0,33910
1,0-1-1,1:21:23,0.22,0.24,90,33.96,437.0,33927
1,0-1-1,1:21:27,0.22,0.24,102,33.93,436.0,33934
1,0-1-1,1:21:30,0.22,0.24,95,33.96,439.0,33943
1,0-1-1,1:21:33,0.22,0.24,96,33.92,438.0,33963
1,0-1-1,1:21:36,0.22,0.24,100,33.96,440.0,33966
1,0-1-1,1:21:39,0.22,0.24,86,33.97,441.0,33979
1,0-1-1,1:21:43,0.22,0.24,101,34.01,440.0,33986
1,0-1-1,1:21:46,0.22,0.24,14,34.01,439.0,33991
1,0-1-1,1:21:49,0.22,0.24,99,34.08,437.0,33991
1,0-1-1,1:21:52,0.22,0.24,18,34.11,436.0,34002
1,0-1-1,1:21:55,0.22,0.24,35,34.1,437.0,34003
1,0-1-1,1:21:58,0.22,0.24,16,34.13,436.0,34006
1,0-1-1,1:22:2,0.22,0.24,19,34.16,433.0,34019
1,0-1-1,1:22:5,0.22,0.24,16,34.11,435.0,34019
1,0-1-1,1:22:8,0.22,0.24,35,34.03,438.0,34022
1,0-1-1,1:22:11,0.22,0.24,99,34.01,440.0,34039
1,0-1-1,1:22:14,0.22,0.24,88,34.05,443.0,34058
1,0-1-1,1:22:18,0.22,0.24,8,34.08,441.0,34063
1,0-1-1,1:22:21,0.22,0.24,92,34.15,439.0,34059
1,0-1-1,1:22:24,0.22,0.24,108,34.19,437.0,34062
1,0-1-1,1:22:27,0.22,0.24,11,34.13,445.0,34067
1,0-1-1,1:22:30,0.22,0.24,100,34.19,441.0,34070
1,0-1-1,1:22:33,0.22,0.24,9,34.19,441.0,34095
1,0-1-1,1:22:37,0.22,0.24,99,34.17,433.0,34115
1,0-1-1,1:22:40,0.22,0.24,92,34.19,430.0,34102
1,0-1-1,1:22:43,0.22,0.24,104,34.09,439.0,34131
1,0-1-1,1:22:46,0.22,0.24,98,34.09,439.0,34130
1,0-1-1,1:22:49,0.22,0.24,98,34.14,445.0,34119
1,0-1-1,1:22:52,0.22,0.24,105,34.18,446.0,34115
1,0-1-1,1:22:56,0.22,0.24,100,34.12,450.0,34130
1,0-1-1,1:22:59,0.22,0.24,107,34.17,451.0,34135
1,0-1-1,1:23:2,0.22,0.24,54,34.09,442.0,34146
1,0-1-1,1:23:5,0.22,0.24,107,34.12,440.0,34147
1,0-1-1,1:23:8,0.22,0.24,10,34.13,442.0,34163
1,0-1-1,1:23:12,0.22,0.24,111,34.17,440.0,34158
1,0-1-1,1:23:15,0.22,0.24,6,34.12,439.0,34167
1,0-1-1,1:23:18,0.22,0.24,100,34.13,437.0,34170
